DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte,Description,Tests-1,Errors-1,Mean_Test_Time_(ms)-1,Test_Time_Standard_Deviation_(ms)-1,TPS-1,Mean_response_length-1,Response_bytes_per_second-1,Response_errors-1,Mean_time_to_resolve_host-1,Mean_time_to_establish_connection-1,Mean_time_to_first_byte-1,Description,Tests-2,Errors-2,Mean_Test_Time_(ms)-2,Test_Time_Standard_Deviation_(ms)-2,TPS-2,Mean_response_length-2,Response_bytes_per_second-2,Response_errors-2,Mean_time_to_resolve_host-2,Mean_time_to_establish_connection-2,Mean_time_to_first_byte-2
2025-08-28 18:43:23,50,432,0,57.102,27.03,216,216.894,46849,398,0.014,1.204,56.995,POST /api/register,432,0,57.104,27.029,216,0,0,0,0,0,0,POST /api/login,432,0,57.102,27.03,216,216.894,46849,398,0.014,1.204,56.995
2025-08-28 18:43:25,50,444,0,57.588,28.557,222,220.133,48869.5,405,0.016,0.982,57.495,POST /api/register,444,0,57.592,28.561,222,0,0,0,0,0,0,POST /api/login,444,0,57.588,28.557,222,220.133,48869.5,405,0.016,0.982,57.495
2025-08-28 18:43:27,50,438,0,57.078,28.048,219,218.128,47770,402,0.021,0.879,56.97,POST /api/register,438,0,57.084,28.056,219,0,0,0,0,0,0,POST /api/login,438,0,57.078,28.048,219,218.128,47770,402,0.021,0.879,56.97
2025-08-28 18:43:29,50,447,0,55.481,26.84,223.5,215.964,48268,413,0.011,0.984,55.387,POST /api/register,447,0,55.49,26.842,223.5,0,0,0,0,0,0,POST /api/login,447,0,55.481,26.84,223.5,215.964,48268,413,0.011,0.984,55.387
2025-08-28 18:43:31,50,427,0,59.796,28.318,213.5,220.541,47085.5,389,0.012,1.075,59.714,POST /api/register,427,0,59.803,28.317,213.5,0,0,0,0,0,0,POST /api/login,427,0,59.796,28.318,213.5,220.541,47085.5,389,0.012,1.075,59.714
2025-08-28 18:43:33,50,381,0,69.281,43,190.5,226.213,43093.5,341,0.003,2.189,69.178,POST /api/register,381,0,69.286,42.999,190.5,0,0,0,0,0,0,POST /api/login,381,0,69.281,43,190.5,226.213,43093.5,341,0.003,2.189,69.178
2025-08-28 18:43:35,50,438,0,57.32,27.667,219,218.945,47949,401,0.011,1.087,57.185,POST /api/register,438,0,57.324,27.667,219,0,0,0,0,0,0,POST /api/login,438,0,57.32,27.667,219,218.945,47949,401,0.011,1.087,57.185
2025-08-28 18:43:37,50,439,0,58.114,28.477,219.5,220.492,48398,400,0.014,1.103,58.007,POST /api/register,439,0,58.121,28.473,219.5,0,0,0,0,0,0,POST /api/login,439,0,58.114,28.477,219.5,220.492,48398,400,0.014,1.103,58.007
2025-08-28 18:43:39,50,431,2,59.019,27.872,215.5,220.248,47463.5,393,0.014,1.267,58.907,POST /api/register,431,2,59.026,27.87,215.5,0,0,0,0,0,0,POST /api/login,431,2,59.019,27.872,215.5,220.248,47463.5,393,0.014,1.267,58.907
2025-08-28 18:43:41,50,288,1455,58.753,29.864,144,222.229,32001,261,0.01,1.191,58.649,POST /api/register,288,1455,58.76,29.862,144,0,0,0,0,0,0,POST /api/login,288,1455,58.753,29.864,144,222.229,32001,261,0.01,1.191,58.649
2025-08-28 18:43:43,50,1,3715,33,0,0.5,544,272,0,0,4,33,POST /api/register,1,3715,33,0,0.5,0,0,0,0,0,0,POST /api/login,1,3715,33,0,0.5,544,272,0,0,4,33
2025-08-28 18:43:45,50,1,3696,44,0,0.5,544,272,0,0,16,44,POST /api/register,1,3696,44,0,0.5,0,0,0,0,0,0,POST /api/login,1,3696,44,0,0.5,544,272,0,0,16,44
2025-08-28 18:43:47,50,0,3314,0,0,0,0,0,0,0,0,0,POST /api/register,0,3314,0,0,0,0,0,0,0,0,0,POST /api/login,0,3314,0,0,0,0,0,0,0,0,0
2025-08-28 18:43:49,50,0,3641,0,0,0,0,0,0,0,0,0,POST /api/register,0,3641,0,0,0,0,0,0,0,0,0,POST /api/login,0,3641,0,0,0,0,0,0,0,0,0
2025-08-28 18:43:51,50,1,3615,37,0,0.5,541,270.5,0,0,2,37,POST /api/register,1,3615,37,0,0.5,0,0,0,0,0,0,POST /api/login,1,3615,37,0,0.5,541,270.5,0,0,2,37
2025-08-28 18:43:53,50,0,3334,0,0,0,0,0,0,0,0,0,POST /api/register,0,3334,0,0,0,0,0,0,0,0,0,POST /api/login,0,3334,0,0,0,0,0,0,0,0,0
2025-08-28 18:43:55,50,0,3513,0,0,0,0,0,0,0,0,0,POST /api/register,0,3513,0,0,0,0,0,0,0,0,0,POST /api/login,0,3513,0,0,0,0,0,0,0,0,0
2025-08-28 18:43:57,50,0,3472,0,0,0,0,0,0,0,0,0,POST /api/register,0,3472,0,0,0,0,0,0,0,0,0,POST /api/login,0,3472,0,0,0,0,0,0,0,0,0
2025-08-28 18:43:59,50,1,3469,35,0,0.5,544,272,0,0,4,35,POST /api/register,1,3469,35,0,0.5,0,0,0,0,0,0,POST /api/login,1,3469,35,0,0.5,544,272,0,0,4,35
